Judul Artikel,URL Artikel,Kategori,Isi Artikel,Halaman
Puan Maharani Sebut Ormas Berbau Premanisme Perlu Dibubarkan,https:/ / www. tempo. co/ politik/ puan- maharani- sebut- ormas- berbau- premanisme- perlu- dibubarkan- 1553541,politik,"TEMPO. CO, Jakarta- Dewan Perwakilan Rakyatdan Majelis Permusyawaratan Rakyat merespons pendudukan organisasi masyarakat Gerakan Rakyat Indonesia Bersatu Jaya  (GRIB Jaya)  terhadap lahan milik Badan Meteorologi,  Klimatologi,  dan Geofisika  (BMKG)  di Tangerang Selatan,  Banten.  Kedua lembaga itu sepakat perlu adanya pengaturan bagi ormas yang mengganggu ketertiban. ",7
Kasus Ketua GRIB Jaya Kalimantan Tengah yang Membuatnya Jadi Tersangka,https:/ / www. tempo. co/ hukum/ kasus- ketua- grib- jaya- kalimantan- tengah- yang- membuatnya- jadi- tersangka- 1553538,hukum,"TEMPO. CO, Jakarta-  Kepolisian Daerah Kalimantan Tengah  (Polda Kalteng)  secara resmi menetapkan Ketua Dewan Pimpinan Daerah  (DPD)  Gerakan Rakyat Indonesia Bersatu atau GRIB JayaProvinsi Kalimantan Tengah,  yang berinisial R,  sebagai tersangka dalam kasus dugaan penyegelan sebuah perusahaan swasta di wilayah Kabupaten Barito Selatan. ",7
Polisi Gagalkan Transaksi Sepeda Motor Curian di Kemayoran,https:/ / www. tempo. co/ hukum/ polisi- gagalkan- transaksi- sepeda- motor- curian- di- kemayoran- - 1553534,hukum,"TEMPO. CO, Jakarta-  Polres Metro Jakarta Pusat menangkap tiga remaja yang diduga hendak menjual sepedamotor curiandi kawasan Kemayoran pada Minggu,  25 Mei 2025.  Kapolres Metro Jakarta Pusat Komisaris Besar Susatyo Purnomo Condro mengatakan,  ketiga remaja itu adalah RAS,  18 tahun,  LH 18 dan RA,  22. ",7
Netflix akan Rilis Dokumenter Tragedi Kapal Selam Titan OceanGate,https:/ / www. tempo. co/ teroka/ netflix- akan- rilis- dokumenter- tragedi- kapal- selam- titan- oceangate- 1553533,hiburan,"TEMPO. CO, Jakarta- Netflix akan merilis film dokumenter baru berjudul Titan: The Ocean Gate Disaster,  yang mengangkat kisah tenggelamnya kapal selam wisata Titan milik Ocean Gate.  Tragedi ini menewaskan lima orang dalam perjalanan menuju reruntuhan kapal Titanic di dasar Samudra Atlantik. ",8
DPR Sebut Pemberian Dana Bantuan Parpol Perlu Melihat Kesanggupan Keuangan Negara,https:/ / www. tempo. co/ politik/ dpr- sebut- pemberian- dana- bantuan- parpol- perlu- melihat- kesanggupan- keuangan- negara- 1553529,politik,"TEMPO. CO, Jakarta-  Dewan Perwakilan Rakyat atau DPR mengatakan usulan pemberian dana bantuan bagi partai politik atau parpol harus mempertimbangkan kesanggupan negara.  Ketua DPR RI Puan Maharani berpesan jangan sampai pemberian dana itu mengabaikan kondisi keuangan negara. ",8
"Turun Rp 11 Ribu,  Harga Emas Antam Hari Ini Rp 1. 919. 000 Juta per Gram",https:/ / www. tempo. co/ ekonomi/ turun- rp- 11- ribu- harga- emas- antam- hari- ini- rp- 1- 919- 000- juta- per- gram- 1553523,ekonomi,"TEMPO. CO, Jakarta-  Harga emas dari PT Aneka Tambang Tbk.  atau emas Antam anjlok pada perdagangan hari ini,  Senin,  26 Mei 2025.  Harga emas Antam hari ini turun Rp 11 ribu dibanding hari sebelumnya. ",8
"Usai Kasus PP di RSUD,  Polisi Usir GRIB Jaya dari Lahan BMKG",https:/ / www. tempo. co/ hukum/ usai- kasus- pp- di- rsud- polisi- usir- grib- jaya- dari- lahan- bmkg- 1553522,hukum,"TEMPO. CO, Jakarta-  Polisi melakukan operasi melawan premanisme dalam beberapa pekan terakhir.  Akhir pekan lalu,  Polda Metro Jaya menahan puluhan tersangka anggota organisasi massa yang dinilai mengganggu keamanan dan ketertiban masyarakat. ",8
Kronologi Pembacokan Jaksa di Deli Serdang Versi Kejagung,https:/ / www. tempo. co/ hukum/ kronologi- pembacokan- jaksa- di- deli- serdang- versi- kejagung- - 1553521,hukum,"TEMPO. CO, Jakarta-  Kejaksaan Agung menyampaikan fakta dan kronologi tentang pembacokan terhadap  jaksa Jhon Wesli Sinaga dan pengawal tahanan Ascensio Silvanov Hutabarat di Deli Serdang,  Sumatera  Utara. ",8
Muhammadiyah Minta Kasus Ayam Goreng Widuran Solo Dibawa ke Jalur Hukum,https:/ / www. tempo. co/ politik/ muhammadiyah- minta- kasus- ayam- goreng- widuran- solo- dibawa- ke- jalur- hukum- 1553520,politik,"TEMPO. CO, Jakarta– Ketua Pimpinan Pusat Muhammadiyah Anwar Abbas mendesak agar permasalahan penyajian menu non- halal oleh restoran Ayam Goreng Widuran dibawa ke jalur hakum.  Anwar Abbas menilai pengakuan dari pengelola restoran yang menyajikan menu non- halal tanpa mencantumkan informasi tersebut tidak bisa dibiarkan begitu saja. ",8
Menyusuri Pulau O'ahu Hawaii Lokasi Syuting Lilo & Stitch,https:/ / www. tempo. co/ hiburan/ menyusuri- pulau- o- ahu- hawaii- lokasi- syuting- lilo- stitch- - 1553519,hiburan,"TEMPO. CO, Jakarta-  Pembuatan ulang film live- action Lilo & Stitch tahun 2025 mengajak penonton menyusuri keindahan Pulau O'ahu,  Hawaii.  Baik penggemar Lilo & Stitch atau yang baru mengenal dunia mereka,  film fiksi ilmiah ini akan membawa penonton ke Pantai Waikiki,  Haleiwa dan sekitarnya.  Pantai- pantai itu pun bisa dikunjungi dalam kehidupan nyata. ",8
Jalur dan Kuota SPMB Jawa Tengah 2025 untuk SMA dan SMK,https:/ / www. tempo. co/ politik/ jalur- dan- kuota- spmb- jawa- tengah- 2025- untuk- sma- dan- smk- 1553514,politik,"TEMPO. CO, Jakarta– Dinas Pendidikan dan Kebudayaan Provinsi Jawa Tengah telah mengumumkan mekanisme Sistem penerimaan Murid Baru  (SPMB)  untuk tahun ajaran 2025/ 2026.  Secara spesifik,  pendaftaran SPMB 2025 yang telah dibuka adalah untuk jenjang Sekolah Menengah Atas  (SMA)  dan Sekolah Menengah Kejuruan  (SMK) .  Proses pendaftaran SPMB Jawa Tengah dapat diakses secara daring melalui laman spmb. jatengprov. go. id.  mulai 26 Mei hingga 3 Juli 2025 mendatang. ",8
Kota Depok Gandeng Polres dan Kodim Tertibkan Bangunan di Ruang Publik,https:/ / www. tempo. co/ hukum/ kota- depok- gandeng- polres- dan- kodim- tertibkan- bangunan- di- ruang- publik- 1553511,hukum,"TEMPO. CO, Jakarta-  Pemerintah Kota Depok mulai menertibkan bangunan yang berdiri di ruang publik dengan menggandeng Polres Metro Depokdan Kodim 0508/ Depok.  Kepala Bagian Operasional Polres Metro Depok AKBP Maulana Jali Karepesina mengatakan,  pembongkaran bangunanitu bertujuan menata lingkungan dan menjaga ketertiban di Kota Depok. ",8
Indo Premier: Sentimen yang Pengaruhi IHSG Pekan Ini,https:/ / www. tempo. co/ ekonomi/ indo- premier- sentimen- yang- pengaruhi- ihsg- pekan- ini- - 1553508,ekonomi,"TEMPO. CO, Jakarta-  Indeks Harga Saham Gabungan atau IHSG pada akhir pekan lalu ditutup di level 7. 214 atau menguat 1, 4 persen.  Equity Analyst PT Indo Premier Sekuritas  (IPOT)  David Kurniawan mengatakan kenaikan IHSG didorong pembelian saham bersih di pasar domestik  (net buy)  asing Rp 2 triliun. ",8
"Viral Ayam Goreng Widuran Nonhalal,  Bagaimana Cara Mendapatkan Sertifikasi Halal?",https:/ / www. tempo. co/ politik/ viral- ayam- goreng- widuran- nonhalal- bagaimana- cara- mendapatkan- sertifikasi- halal- - 1553505,politik,"TEMPO. CO, Jakarta- Ayam Goreng Widuran,  warung makan di Kota Solo,  Jawa Tengah viral di media sosial usai menyatakan bahwa hidangan yang mereka sajikan tergolong non- halal.  Pengumuman ini dipublikasikan melalui akun Instagram @ayamGoreng Widuransolo pada Jumat,  23 Mei 2025. ",8
Pramono Anung Mau Bangun Gedung Parkir di Senopati- Gunawarman,https:/ / www. tempo. co/ politik/ pramono- anung- mau- bangun- gedung- parkir- di- senopati- gunawarman- 1553503,politik,"TEMPO. CO, Jakarta-  Gubernur Jakarta Pramono Anung Wibowo berencana  membangun gedung parkir di kawasan Senopati dan Gunawarman,  Jakarta Selatan.  Nantinya,  akses mobil masuk ke area tersebut akan dibatasi agar tidak ada yang parkir di jalan. ",9
Komnas HAM Sesalkan Kasus Penghapusan Opini di Detikcom karena Penulisnya Mengaku Diintimidasi,https:/ / www. tempo. co/ hukum/ komnas- ham- sesalkan- kasus- penghapusan- opini- di- detikcom- karena- penulisnya- mengaku- diintimidasi- 1553499,hukum,"TEMPO. CO, Jakarta- Komisi Nasional Hak Asasi Manusia  (Komnas HAM)  menyesalkan peristiwa penghapusan sebuah opini yang berjudul ""Jenderal di Jabatan Sipil: Di Mana MeritASN?"" di Detikcom.  Artikel tersebut tayang pada Kamis pagi,  22 Mei 2025. ",9
Wawancara Lutesha: Transformasi Jadi Ketua Gangster,https:/ / www. tempo. co/ teroka/ wawancara- lutesha- transformasi- jadi- ketua- gangster- 1543867,hiburan,"TEMPO. CO, Jakarta- Lutesha melakukan serangkaian perubahan demi memerankan karakter Vanya dalam film Sampai Jumpa,  Selamat Tinggal yang akan tayang mulai Kamis,  5 Juni 2025 di bioskop.  Sebagai ketua gangster di Korea Selatan yang memiliki tato di hampir seluruh bagian tubuhnya dan cenderung mengintimidasi lawan bicaranya,  Vanya menjadi karakter penting dalam menggerakkan alur cerita. ",9
Rincian Denda Tilang ETLE dari Tak Punya SIM sampai Alpa Pakai Sabuk Pengaman,https:/ / www. tempo. co/ hukum/ rincian- denda- tilang- etle- dari- tak- punya- sim- sampai- alpa- pakai- sabuk- pengaman- 1553488,hukum,"TEMPO. CO, Jakarta-  Pengendara di jalan raya dapat terkena tilang melalui Electronic Traffic Law Enforcement  (ETLE)  dan diwajibkan membayar denda sesuai ketentuan.  Surat tilang elektronik atau e- tilang akan dikirimkan ke alamat pemilik kendaraan sesuai dengan nomor pelat atau nomor polisi  (nopol) .  Setelah menerima surat tersebut,  pelanggar diwajibkan melakukan konfirmasi pelanggaran dalam kurun waktu yang telah ditentukan. ",9
Betulkah Indonesia Jadi Surga Produksi Konten Pornografi?,https:/ / www. tempo. co/ hukum/ industri- pornografi- indonesia- - 1551474,hukum,"KEMENTERIAN Imigrasi dan Pemasyarakatan menangkap seorang pria warga negara Amerika Serikat,  Taylor Kirby Whitemore,  karena menyebarkan konten pornografi.  Pemegang izin tinggal kunjungan yang berdomisili di Bali itu dituding menyalahgunakan izin tinggalnya untuk memproduksi dan menjual konten hubungan intimnya dengan perempuan Indonesia di media sosial. ",9
"BI: Jumlah Uang Beredar pada April Turun Menjadi Rp 9. 390, 0 Triliun",https:/ / www. tempo. co/ ekonomi/ bi- jumlah- uang- beredar- pada- april- turun- menjadi- rp- 9- 390- 0- triliun- 1553495,ekonomi,"TEMPO. CO, Jakarta- Bank Indonesia mengumumkan likuidasi perekonomian atau uang beredar dalam arti luas  (M2)  pada April 2025 sebesar 5, 2 persen secara tahunan.  Jumlah ini menurun dibandingkan M2 pada Maret 6, 1 persen. ",9
Jadwal Pendaftaran SPMB Jawa Tengah 2025 untuk Jenjang SMA dan SMK,https:/ / www. tempo. co/ politik/ jadwal- pendaftaran- spmb- jawa- tengah- 2025- untuk- jenjang- sma- dan- smk- 1553493,politik,"TEMPO. CO, Jakarta– Dinas Pendidikan dan Kebudayaan Provinsi Jawa Tengah telah mengumumkan mekanisme dan jadwal pelaksanaan Sistem penerimaan Murid Baru  (SPMB)  untuk tahun ajaran 2025/ 2026.  Secara spesifik,  pendaftaran SPMB 2025 yang telah dibuka adalah untuk jenjang Sekolah Menengah Atas  (SMA)  dan Sekolah Menengah Kejuruan  (SMK) . ",9
Pesawat Dialihkan Usai Penumpang Ingin Buka Pintu Keluar,https:/ / www. tempo. co/ hiburan/ pesawat- dialihkan- usai- penumpang- ingin- buka- pintu- keluar- 1553492,hiburan,"TEMPO. CO, Jakarta-  Seorang penumpang diduga mencoba membuka pintu keluar saat pesawat sedang mengudara.  Penumpang lainnya dan awak kabin mencoba menahan penumpang tersebut.  Akibat tindakannya pesawat harus dialihkan ke bandara lainnya. ",9
"Mendes: Biaya Legalisasi Koperasi Desa Merah Putih Rp 2, 5 Juta Bisa Pakai Dana Desa",https:/ / www. tempo. co/ politik/ mendes- biaya- legalisasi- koperasi- desa- merah- putih- rp- 2- 5- juta- bisa- pakai- dana- desa- 1553485,politik,"TEMPO. CO, Jakarta- Menteri Desa dan Pembangunan Daerah Tertinggal (Mendes PDT)  Yandri Susanto menyampaikan desa- desa di Tanah Air dapat memanfaatkan dana desauntuk membiayai legalisasi Koperasi Desa Merah Putih. ",9
"PHK Melonjak,  Apindo: Daya Beli Masyarakat Perlu Ditingkatkan",https:/ / www. tempo. co/ ekonomi/ phk- melonjak- apindo- daya- beli- masyarakat- perlu- ditingkatkan- 1553484,ekonomi,"TEMPO. CO, Jakarta-  Ketua Bidang Ketenagakerjaan Asosiasi Pengusaha Indonesia  (Apindo)  Bob Azam mengatakan daya beli masyarakat perlu segera ditingkatkan untuk menggerakkan perekonomian.  Pasalnya,  Apindo memprediksi 250 ribu pekerja terdampak pemutusan hubungan kerja  (PHK)  tahun ini. ",9
Cara Membuka Blokir STNK yang Terkena Tilang ETLE,https:/ / www. tempo. co/ hukum/ cara- membuka- blokir- stnk- yang- terkena- tilang- etle- 1553182,hukum,"TEMPO. CO, Jakarta- Pengendara yang tertangkap melanggar aturan oleh kamera Electronic Traffic Law Enforcement  (ETLE)  diwajibkan membayar denda sesuai ketentuan.  Surat tilang elektronik atau e- tilang akan dikirimkan ke alamat pemilik kendaraan sesuai dengan nomor pelat atau nomor polisi  (nopol) .  Setelah menerima surat tersebut,  pelanggar diwajibkan melakukan konfirmasi pelanggaran dalam kurun waktu yang telah ditentukan. ",9
Dosen dan Peneliti UII Ungkap Implikasi Bank Indonesia Turunkan BI Rate,https:/ / www. tempo. co/ ekonomi/ dosen- dan- peneliti- uii- ungkap- implikasi- bank- indonesia- turunkan- bi- rate- 1553481,ekonomi,"TEMPO. CO, Jakarta-  Dosen dan peneliti ekonomi dari Universitas Islam Indonesia  (UII)  Listya Endang Artiani mengungkapkan sejumlah implikasi dari kebijakan Bank Indonesia (BI)  mengambil langkah pelonggaran moneter.  Menurut Listya keputusan ini bukan hanya peristiwa teknis kebijakan,  melainkan sinyal makro ekonomi yang mempengaruhi berbagai sektor ekonomi. ",9
Izin Impor Bawang Bombai Seret Ditelikung Calo,https:/ / www. tempo. co/ ekonomi/ modus- rente- izin- impor- bawang- bombai- 1543882,ekonomi,"SEPUCUK surat tertuju kepada Direktur Jenderal Perdagangan Luar Negeri Kementerian Perdagangan Isy Karim pada Sabtu,  1 Maret 2025.  Si penulis meminta mempercepat penerbitan persetujuan impor  (PI) bawang bombai sebanyak 2. 000 ton milik CV Sianjur Mula Mula,  perusahaan importir bawang bombai dan produsen bawang goreng di Dumai,  Riau. ",10
Jubir Pramono Anung Bantah Polda Metro Jaya: Tak Ada Pamdal yang Laporkan Mahasiswa Trisakti,https:/ / www. tempo. co/ hukum/ jubir- pramono- anung- bantah- polda- metro- jaya- tak- ada- pamdal- yang- laporkan- mahasiswa- trisakti- 1553080,hukum,"TEMPO. CO, Jakarta-  Juru bicara Gubernur Jakarta Pramono Anung,  Cyril Raoul Hakim atau Chico Hakim,  membantah ada anggota pengamanan dalam  (Pamdal)  Balai Kota Jakarta yang melaporkan puluhan mahasiswa Universitas Trisakti ke kepolisian.  Dia memastikan bahwa laporan kepolisian tersebut tidak berasal dari pihak Pamdal Balai Kota Jakarta. ",10
Cek Mandiri Tilang ETLE dan Cara Pembayarannya,https:/ / www. tempo. co/ hukum/ - cek- mandiri- tilang- etle- dan- cara- pembayarannya- 1552980,hukum,"TEMPO. CO, Jakarta- Sistem electronic traffic law Enforcement  (ETLE)  memungkinkan pengendara yang melanggar aturan lalu lintas dapat terkena tilang melalui tangkapan kamera.  Mereka yang tertangkap melanggar peraturan lalulintas akan dikenakan sanksi berupa denda atas dasar surat tilang elektronik atau e- tilang yang dikirimkan ke alamat pemilik nomor pelat kendaraan atau nomor polisi  (nopol) . ",10
PGN Targetkan 59. 990 Sambungan Gas Rumah Tangga di Surabaya dan Gresik,https:/ / www. tempo. co/ ekonomi/ pgn- targetkan- 59- 990- sambungan- gas- rumah- tangga- di- surabaya- dan- gresik- - 1552878,ekonomi,"TEMPO. CO, Jakarta-  PT Perusahaan Gas Negara Tbk.  atau PGN menargetkan pembangunan 59. 990 sambungan rumah tangga  (SR)  jaringan gas bumi  (jargas)  di Kota Surabaya dan Kabupaten Gresik pada 2025.  Target ini menjadi bagian dari langkah strategis perusahaan dalam memperluas pemanfaatan gas bumi bagi masyarakat serta mendukung program energi bersih nasional. ",10
Kronologi Polisi Tangkap Mahasiswa Trisakti Buntut Aksi Peringatan 27 Tahun Reformasi,https:/ / www. tempo. co/ hukum/ kronologi- polisi- tangkap- mahasiswa- trisakti- buntut- aksi- peringatan- 27- tahun- reformasi- 1552678,hukum,"TEMPO. CO, Jakarta- Direktur Amnesty International Indonesia Usman Hamid mengatakan 15 mahasiswa Universitas Trisakti masih ditahan oleh polisi pada pagi ini,  Jumat,  23 Mei 2025.  Usman mengatakan sebanyak 15 mahasiswa Trisaktiitu masih ditahan padahal pada Kamis sore,  22 Mei 2025,  sudah ada kabar bahwa pemeriksaan sudah akan selesai. ",10
Gubernur Pramono Anung Telepon Kapolda Metro Jaya Bahas Mahasiswa Trisakti,https:/ / www. tempo. co/ hukum/ gubernur- pramono- anung- telepon- kapolda- metro- jaya- bahas- mahasiswa- trisakti- 1552578,hukum,"TEMPO. CO, Jakarta-  Gubernur Jakarta Pramono Anung menelepon  Kapolda Metro Jaya Inspektur Jenderal Karyoto.  Pramono menghubungi Karyoto untuk membahas terkait penangkapan yang dilakukan pihak kepolisian terhadap 93 mahasiswa Universitas Trisakti tepat di malam setelah insiden tersebut. ",10
Puan Maharani Minta Dukungan PM Cina Akhiri Genosida di Gaza,https:/ / www. tempo. co/ politik/ puan- maharani- minta- dukungan- pm- cina- akhiri- genosida- di- gaza- 1552476,politik,"TEMPO. CO, Jakarta-  Ketua Dewan Perwakilan Rakyat  (DPR) Puan Maharani bertemu dengan Perdana Menteri Cina Li Qiang untuk memperkuat kerja sama antar parlemen di kedua negara.  Dalam kesempatan itu,  Puan dan Li Qiang membahas isu terkini seputar kondisi ekonomi- politik di tingkat regional hingga global. ",10
Bareskrim Bakal Selidiki Jaringan Tambang Emas Ilegal Pengguna Sianida Ilegal,https:/ / www. tempo. co/ hukum/ bareskrim- bakal- selidiki- jaringan- tambang- emas- ilegal- pengguna- sianida- ilegal- 1552475,hukum,"TEMPO. CO, Jakarta-   Badan Reserse Kriminal Polri membongkar jaringan importir sianida ilegal terbesar yang pernah diungkap di Indonesia.  Polisi membuka opsi pengembangan penyidikan ke jaringan tambang emas ilegal sebagai salah satu pengguna sianida ilegal yang diimpor oleh tersangka SE selaku Direktur PT SHC. ",10
"Berkas Perkara Pencabulan Anak oleh Eks Kapolres Ngada P21.  Apa Arti P18,  P19,  dan P21?",https:/ / www. tempo. co/ hukum/ berkas- perkara- pencabulan- anak- oleh- eks- kapolres- ngada- p21- apa- arti- p18- p19- dan- p21- - 1552375,hukum,"TEMPO. CO, Jakarta- Berkas perkara kasus kekerasan seksual atau pencabulan anak oleh eksKapolres Ngada,  AKBP Fajar Widyadharma Lukman Sumaatmaja dinyatakan telah lengkap atau P21. ",10
Gibran Jadi Saksi Nikah Mantan Ajudan di Solo,https:/ / www. tempo. co/ politik/ gibran- jadi- saksi- nikah- mantan- ajudan- di- solo- 1552074,politik,"TEMPO. CO,  Solo - Wakil Presiden Gibran Rakabuming Raka menjadi saksi pernikahan mantan ajudannya semasa menjabat sebagai Wali Kota Solo,  Yusuf Islammudin.  Selain Gibran,  hadir sebagai saksi nikah Yusuf yaitu Menteri Energi dan Sumber Daya Mineral  (ESDM)  Bahlil Lahadalia. ",10
Pramono Gunakan Akses Intelijen untuk Seleksi Pejabat di Jakarta,https:/ / www. tempo. co/ politik/ pramono- gunakan- akses- intelijen- untuk- seleksi- pejabat- di- jakarta- 1551574,politik,"TEMPO. CO, Jakarta-  Gubernur Jakarta Pramono Anung Wibowo menggunakan akses intelijen untuk menyeleksi pejabat di Pemerintah Provinsi Jakarta.  Pramono menyebut punya akses informasi dari Badan Intelijen Nasional  (BIN) ,  Pusat Pelaporan dan Analisis Transaksi Keuangan  (PPATK) ,  Badan Siber dan Sandi Negara  (BSSN) ,  hingga Badan Intelijen Strategis Tentara Nasional Indonesia  (BAIS TNI) . ",10
